0.000000000000000000e+00,0.000000000000000000e+00
-1.110000000000000000e+02,6.760000000000000000e+02
-1.110000000000000000e+02,6.760000000000000000e+02
-1.120000000000000000e+02,6.690000000000000000e+02
-1.120000000000000000e+02,6.670000000000000000e+02
-1.120000000000000000e+02,6.640000000000000000e+02
-1.130000000000000000e+02,6.590000000000000000e+02
-1.130000000000000000e+02,6.620000000000000000e+02
-1.130000000000000000e+02,6.570000000000000000e+02
-1.130000000000000000e+02,6.600000000000000000e+02
-1.130000000000000000e+02,6.540000000000000000e+02
-1.140000000000000000e+02,6.470000000000000000e+02
-1.150000000000000000e+02,6.400000000000000000e+02
-1.160000000000000000e+02,6.360000000000000000e+02
-1.160000000000000000e+02,6.310000000000000000e+02
-1.160000000000000000e+02,6.320000000000000000e+02
-1.180000000000000000e+02,6.220000000000000000e+02
-1.180000000000000000e+02,6.170000000000000000e+02
-1.180000000000000000e+02,6.160000000000000000e+02
-1.170000000000000000e+02,6.220000000000000000e+02
-1.180000000000000000e+02,6.200000000000000000e+02
-1.180000000000000000e+02,6.150000000000000000e+02
-1.190000000000000000e+02,6.080000000000000000e+02
-1.210000000000000000e+02,5.980000000000000000e+02
-1.210000000000000000e+02,5.970000000000000000e+02
-1.200000000000000000e+02,6.040000000000000000e+02
-1.190000000000000000e+02,6.090000000000000000e+02
-1.180000000000000000e+02,6.180000000000000000e+02
-1.160000000000000000e+02,6.320000000000000000e+02
-1.190000000000000000e+02,6.140000000000000000e+02
-1.180000000000000000e+02,6.180000000000000000e+02
-1.170000000000000000e+02,6.300000000000000000e+02
-1.180000000000000000e+02,6.200000000000000000e+02
-1.190000000000000000e+02,6.110000000000000000e+02
-1.200000000000000000e+02,6.050000000000000000e+02
-1.210000000000000000e+02,6.010000000000000000e+02
-1.230000000000000000e+02,5.820000000000000000e+02
-1.220000000000000000e+02,5.870000000000000000e+02
-1.220000000000000000e+02,5.890000000000000000e+02
-1.220000000000000000e+02,5.870000000000000000e+02
-1.230000000000000000e+02,5.860000000000000000e+02
-1.230000000000000000e+02,5.830000000000000000e+02
-1.240000000000000000e+02,5.790000000000000000e+02
-1.240000000000000000e+02,5.770000000000000000e+02
-1.210000000000000000e+02,5.960000000000000000e+02
-1.230000000000000000e+02,5.870000000000000000e+02
-1.240000000000000000e+02,5.800000000000000000e+02
-1.240000000000000000e+02,5.780000000000000000e+02
-1.250000000000000000e+02,5.670000000000000000e+02
-1.260000000000000000e+02,5.610000000000000000e+02
-1.250000000000000000e+02,5.690000000000000000e+02
-1.260000000000000000e+02,5.650000000000000000e+02
-1.260000000000000000e+02,5.620000000000000000e+02
-1.290000000000000000e+02,5.480000000000000000e+02
-1.310000000000000000e+02,5.360000000000000000e+02
-1.320000000000000000e+02,5.270000000000000000e+02
-1.320000000000000000e+02,5.280000000000000000e+02
-1.350000000000000000e+02,5.130000000000000000e+02
-1.370000000000000000e+02,4.980000000000000000e+02
-1.330000000000000000e+02,5.220000000000000000e+02
-1.330000000000000000e+02,5.250000000000000000e+02
-1.330000000000000000e+02,5.240000000000000000e+02
-1.340000000000000000e+02,5.190000000000000000e+02
-1.330000000000000000e+02,5.250000000000000000e+02
-1.320000000000000000e+02,5.290000000000000000e+02
-1.310000000000000000e+02,5.330000000000000000e+02
-1.310000000000000000e+02,5.360000000000000000e+02
-1.290000000000000000e+02,5.470000000000000000e+02
-1.270000000000000000e+02,5.580000000000000000e+02
-1.280000000000000000e+02,5.520000000000000000e+02
-1.310000000000000000e+02,5.340000000000000000e+02
-1.300000000000000000e+02,5.430000000000000000e+02
-1.300000000000000000e+02,5.440000000000000000e+02
-1.320000000000000000e+02,5.310000000000000000e+02
-1.310000000000000000e+02,5.350000000000000000e+02
-1.310000000000000000e+02,5.350000000000000000e+02
-1.320000000000000000e+02,5.310000000000000000e+02
-1.310000000000000000e+02,5.350000000000000000e+02
-1.320000000000000000e+02,5.310000000000000000e+02
-1.330000000000000000e+02,5.220000000000000000e+02
-1.340000000000000000e+02,5.170000000000000000e+02
-1.350000000000000000e+02,5.160000000000000000e+02
-1.340000000000000000e+02,5.210000000000000000e+02
-1.340000000000000000e+02,5.170000000000000000e+02
-1.340000000000000000e+02,5.190000000000000000e+02
-1.330000000000000000e+02,5.280000000000000000e+02
-1.320000000000000000e+02,5.310000000000000000e+02
-1.320000000000000000e+02,5.320000000000000000e+02
-1.320000000000000000e+02,5.330000000000000000e+02
-3.500000000000000000e+01,1.129000000000000000e+03
-1.330000000000000000e+02,5.360000000000000000e+02
-3.500000000000000000e+01,1.126000000000000000e+03
-3.400000000000000000e+01,1.131000000000000000e+03
-3.400000000000000000e+01,1.134000000000000000e+03
-1.270000000000000000e+02,5.400000000000000000e+02
-3.300000000000000000e+01,1.154000000000000000e+03
-1.210000000000000000e+02,5.530000000000000000e+02
-1.250000000000000000e+02,5.290000000000000000e+02
-1.240000000000000000e+02,5.310000000000000000e+02
-1.240000000000000000e+02,5.310000000000000000e+02
-1.240000000000000000e+02,5.340000000000000000e+02
-1.240000000000000000e+02,5.330000000000000000e+02
-1.250000000000000000e+02,5.280000000000000000e+02
-1.230000000000000000e+02,5.400000000000000000e+02
-1.230000000000000000e+02,5.410000000000000000e+02
-3.200000000000000000e+01,1.160000000000000000e+03
-3.300000000000000000e+01,1.153000000000000000e+03
-1.280000000000000000e+02,5.470000000000000000e+02
-1.300000000000000000e+02,5.340000000000000000e+02
-1.310000000000000000e+02,5.290000000000000000e+02
-1.320000000000000000e+02,5.230000000000000000e+02
-1.290000000000000000e+02,5.380000000000000000e+02
-1.310000000000000000e+02,5.290000000000000000e+02
-1.290000000000000000e+02,5.370000000000000000e+02
-1.310000000000000000e+02,5.270000000000000000e+02
-1.320000000000000000e+02,5.220000000000000000e+02
-1.350000000000000000e+02,5.060000000000000000e+02
-1.360000000000000000e+02,5.020000000000000000e+02
-1.370000000000000000e+02,4.980000000000000000e+02
-1.340000000000000000e+02,5.130000000000000000e+02
-1.370000000000000000e+02,4.990000000000000000e+02
-1.350000000000000000e+02,5.100000000000000000e+02
-1.350000000000000000e+02,5.080000000000000000e+02
-1.340000000000000000e+02,5.110000000000000000e+02
-1.350000000000000000e+02,5.060000000000000000e+02
-1.370000000000000000e+02,4.970000000000000000e+02
-1.400000000000000000e+02,4.840000000000000000e+02
-1.400000000000000000e+02,4.830000000000000000e+02
-1.390000000000000000e+02,4.870000000000000000e+02
-1.390000000000000000e+02,4.880000000000000000e+02
-1.390000000000000000e+02,4.900000000000000000e+02
-1.380000000000000000e+02,4.950000000000000000e+02
-1.380000000000000000e+02,4.920000000000000000e+02
-1.390000000000000000e+02,4.890000000000000000e+02
-1.400000000000000000e+02,4.820000000000000000e+02
-1.410000000000000000e+02,4.770000000000000000e+02
-1.420000000000000000e+02,4.730000000000000000e+02
-1.420000000000000000e+02,4.740000000000000000e+02
-1.430000000000000000e+02,4.700000000000000000e+02
-1.410000000000000000e+02,4.770000000000000000e+02
-1.390000000000000000e+02,4.860000000000000000e+02
-1.370000000000000000e+02,4.960000000000000000e+02
-1.380000000000000000e+02,4.950000000000000000e+02
-1.400000000000000000e+02,4.820000000000000000e+02
-1.420000000000000000e+02,4.740000000000000000e+02
-1.410000000000000000e+02,4.780000000000000000e+02
-1.400000000000000000e+02,4.830000000000000000e+02
-1.410000000000000000e+02,4.770000000000000000e+02
-1.430000000000000000e+02,4.700000000000000000e+02
-1.450000000000000000e+02,4.590000000000000000e+02
-1.460000000000000000e+02,4.550000000000000000e+02
-1.450000000000000000e+02,4.590000000000000000e+02
-1.460000000000000000e+02,4.530000000000000000e+02
-1.470000000000000000e+02,4.520000000000000000e+02
-1.470000000000000000e+02,4.490000000000000000e+02
-1.480000000000000000e+02,4.450000000000000000e+02
-1.460000000000000000e+02,4.530000000000000000e+02
-1.470000000000000000e+02,4.520000000000000000e+02
-1.470000000000000000e+02,4.490000000000000000e+02
-1.490000000000000000e+02,4.420000000000000000e+02
-1.490000000000000000e+02,4.400000000000000000e+02
-1.490000000000000000e+02,4.430000000000000000e+02
-1.480000000000000000e+02,4.460000000000000000e+02
-1.480000000000000000e+02,4.470000000000000000e+02
-1.500000000000000000e+02,4.380000000000000000e+02
-1.490000000000000000e+02,4.410000000000000000e+02
-1.480000000000000000e+02,4.450000000000000000e+02
-1.480000000000000000e+02,4.450000000000000000e+02
-1.470000000000000000e+02,4.490000000000000000e+02
-1.480000000000000000e+02,4.460000000000000000e+02
-1.490000000000000000e+02,4.420000000000000000e+02
-1.490000000000000000e+02,4.400000000000000000e+02
-1.530000000000000000e+02,4.240000000000000000e+02
-1.560000000000000000e+02,4.150000000000000000e+02
